Date,Account_ID,Department_ID,Scenario,Amount
03/24/2023,REV-002,DPT-100,Budget,62509.09
07/27/2023,OPEX-001,DPT-400,Actual,8846.44
10/05/2023,COGS-001,DPT-200,Budget,17107.64
01/10/2023,COGS-001,DPT-400,Actual,27735.21
04/29/2023,OPEX-003,DPT-100,Actual,12275.39
06/21/2023,OPEX-003,DPT-500,Actual,17398.21
07/31/2023,COGS-001,DPT-500,Actual,16529.58
05/15/2023,OPEX-002,DPT-200,Budget,7868.01
10/15/2023,COGS-001,DPT-500,Actual,9529.44
09/03/2023,COGS-002,DPT-500,Budget,29043.52
07/11/2023,COGS-001,DPT-100,Budget,27406.97
10/27/2023,OPEX-004,DPT-100,Budget,6715.47
01/04/2023,OPEX-005,DPT-300,Budget,18104.15
08/12/2023,REV-002,DPT-100,Actual,64851.39
09/11/2023,OPEX-001,DPT-100,Budget,10116.37
06/26/2023,OPEX-001,DPT-200,Actual,9115.12
07/22/2023,REV-002,DPT-400,Budget,59252.46
02/22/2023,OPEX-002,DPT-100,Actual,4118.48
12/28/2023,OPEX-001,DPT-300,Actual,5568.37
02/13/2023,COGS-001,DPT-400,Actual,19460.45
10/15/2023,REV-002,DPT-100,Actual,136220.83
05/16/2023,OPEX-002,DPT-300,Actual,19002.7
09/30/2023,REV-002,DPT-400,Budget,103043.78
04/01/2023,OPEX-005,DPT-400,Actual,15997.49
12/21/2023,REV-002,DPT-200,Actual,138302.91
08/03/2023,OPEX-004,DPT-300,Actual,14742.93
05/02/2023,REV-002,DPT-500,Actual,22929.22
12/05/2023,COGS-001,DPT-500,Budget,22615.19
05/12/2023,OPEX-003,DPT-200,Actual,14860.77
05/01/2023,OPEX-002,DPT-400,Actual,12748.29
06/28/2023,COGS-002,DPT-100,Budget,11081.45
09/10/2023,OPEX-001,DPT-100,Actual,14831.6
12/15/2023,OPEX-004,DPT-100,Actual,1195.9
06/28/2023,OPEX-004,DPT-400,Actual,1303.9
01/16/2023,OPEX-003,DPT-500,Budget,9564.81
01/18/2023,REV-002,DPT-300,Budget,18126.55
11/23/2023,OPEX-001,DPT-400,Budget,1806.11
08/11/2023,OPEX-003,DPT-100,Budget,19000.47
07/23/2023,OPEX-004,DPT-400,Budget,2694.87
09/21/2023,REV-002,DPT-400,Actual,83446.59
01/28/2023,REV-001,DPT-400,Actual,48072.11
10/25/2023,OPEX-004,DPT-100,Actual,14795.61
01/14/2023,COGS-002,DPT-300,Actual,16670.13
02/02/2023,REV-001,DPT-100,Actual,56876.7
12/21/2023,OPEX-004,DPT-400,Budget,10931.98
10/25/2023,OPEX-005,DPT-400,Actual,12787.62
04/25/2023,COGS-002,DPT-200,Budget,5928.33
05/04/2023,OPEX-002,DPT-200,Budget,10734.86
07/17/2023,REV-001,DPT-300,Budget,111995.77
07/20/2023,REV-001,DPT-300,Actual,117518.24
05/05/2023,OPEX-005,DPT-400,Budget,7896.68
06/12/2023,OPEX-002,DPT-400,Budget,6699.66
04/02/2023,OPEX-002,DPT-400,Actual,16558.26
01/30/2023,OPEX-001,DPT-100,Actual,1688.55
03/19/2023,OPEX-002,DPT-200,Actual,12740.41
12/27/2023,REV-002,DPT-500,Budget,71921.37
10/15/2023,COGS-001,DPT-300,Budget,19370.59
10/02/2023,OPEX-005,DPT-200,Budget,11316.72
09/26/2023,OPEX-004,DPT-200,Actual,15615.46
02/12/2023,REV-001,DPT-300,Budget,133127.68
03/06/2023,OPEX-002,DPT-500,Actual,4060.88
06/29/2023,OPEX-005,DPT-500,Actual,12733.1
03/01/2023,COGS-001,DPT-100,Budget,11649.94
05/21/2023,REV-001,DPT-400,Actual,16978.2
11/28/2023,COGS-001,DPT-200,Actual,18727.13
12/18/2023,REV-002,DPT-200,Budget,16729.24
05/18/2023,REV-002,DPT-100,Budget,27950.02
05/25/2023,OPEX-003,DPT-100,Budget,12429.73
01/29/2023,OPEX-004,DPT-300,Budget,14293.72
03/05/2023,REV-002,DPT-100,Actual,56682.01
01/15/2023,OPEX-002,DPT-200,Actual,8103.27
07/04/2023,OPEX-002,DPT-100,Budget,11138.36
05/04/2023,OPEX-005,DPT-300,Budget,6775.16
03/16/2023,REV-001,DPT-100,Budget,126094.78
08/18/2023,OPEX-004,DPT-200,Actual,10511.97
08/27/2023,OPEX-004,DPT-100,Actual,6091.81
07/04/2023,OPEX-004,DPT-300,Actual,16782.04
12/26/2023,COGS-001,DPT-500,Budget,17112.33
12/12/2023,OPEX-002,DPT-300,Budget,12247.49
05/13/2023,OPEX-001,DPT-300,Actual,8153.81
08/31/2023,OPEX-005,DPT-100,Budget,8936.18
08/12/2023,REV-001,DPT-200,Actual,114457.07
11/09/2023,OPEX-005,DPT-300,Actual,15905.47
01/21/2023,COGS-001,DPT-500,Budget,23441.2
12/05/2023,REV-002,DPT-100,Budget,98173.26
02/15/2023,COGS-002,DPT-500,Actual,20133.11
01/16/2023,OPEX-005,DPT-200,Actual,15891.41
04/29/2023,OPEX-002,DPT-500,Budget,4773.94
02/10/2023,COGS-001,DPT-500,Actual,18765.11
06/30/2023,OPEX-004,DPT-400,Budget,8593.88
06/09/2023,OPEX-004,DPT-200,Budget,19234.51
07/08/2023,OPEX-004,DPT-400,Actual,9976.03
01/23/2023,OPEX-002,DPT-200,Budget,14011.33
03/23/2023,COGS-001,DPT-500,Budget,27766.3
07/08/2023,COGS-001,DPT-100,Actual,23908.25
02/16/2023,OPEX-003,DPT-100,Budget,18667.11
09/20/2023,REV-002,DPT-300,Actual,137135.63
05/14/2023,OPEX-003,DPT-200,Actual,16108.8
04/22/2023,REV-001,DPT-100,Budget,27294.17
05/16/2023,OPEX-001,DPT-200,Budget,17213.9
08/20/2023,REV-002,DPT-500,Actual,135799.57
03/26/2023,OPEX-002,DPT-400,Budget,3419.09
10/26/2023,COGS-001,DPT-200,Budget,20942.55
11/08/2023,COGS-001,DPT-400,Actual,27871.96
12/24/2023,OPEX-005,DPT-100,Actual,14197.67
08/02/2023,OPEX-005,DPT-200,Actual,17907.49
01/17/2023,REV-001,DPT-400,Actual,101527.97
05/26/2023,REV-001,DPT-500,Budget,116320.38
08/06/2023,OPEX-004,DPT-100,Budget,13286.73
03/16/2023,OPEX-005,DPT-500,Actual,16983.7
05/20/2023,COGS-001,DPT-300,Actual,15921.99
08/16/2023,COGS-001,DPT-500,Actual,15576.96
07/30/2023,REV-001,DPT-500,Budget,83397.31
05/31/2023,OPEX-002,DPT-100,Actual,17248.53
11/05/2023,REV-002,DPT-500,Budget,30521.45
06/12/2023,OPEX-001,DPT-200,Actual,19287.21
09/27/2023,REV-001,DPT-100,Budget,101186.63
05/04/2023,OPEX-003,DPT-400,Actual,17339.32
07/18/2023,OPEX-001,DPT-200,Actual,7237.36
03/16/2023,COGS-002,DPT-400,Budget,7224.15
04/08/2023,OPEX-005,DPT-300,Budget,1976.15
11/07/2023,OPEX-003,DPT-400,Budget,13185.2
09/12/2023,OPEX-002,DPT-100,Actual,14946.78
06/28/2023,REV-001,DPT-500,Budget,10838.14
10/01/2023,OPEX-005,DPT-100,Actual,9392.52
11/05/2023,REV-002,DPT-200,Budget,143007.69
02/11/2023,COGS-001,DPT-200,Budget,27403.76
07/01/2023,OPEX-004,DPT-500,Budget,16502.3
08/27/2023,OPEX-002,DPT-300,Actual,5711.5
11/08/2023,COGS-002,DPT-100,Actual,9096.98
04/01/2023,COGS-002,DPT-100,Actual,29276.87
03/20/2023,OPEX-004,DPT-100,Actual,5495.54
06/11/2023,COGS-001,DPT-300,Actual,19318.84
11/27/2023,OPEX-004,DPT-300,Budget,15495.19
03/11/2023,REV-001,DPT-100,Actual,122571.54
06/20/2023,COGS-002,DPT-300,Actual,14528.81
09/24/2023,OPEX-005,DPT-200,Budget,10867.47
03/26/2023,OPEX-003,DPT-400,Actual,14177.34
01/24/2023,COGS-001,DPT-200,Actual,11498.03
11/03/2023,OPEX-003,DPT-100,Budget,10777.37
02/04/2023,COGS-002,DPT-100,Actual,12101.91
06/16/2023,COGS-001,DPT-400,Actual,23342.64
09/29/2023,OPEX-003,DPT-300,Actual,16103.8
03/10/2023,OPEX-004,DPT-200,Actual,6378.42
03/09/2023,OPEX-001,DPT-100,Actual,8064.76
05/17/2023,OPEX-004,DPT-400,Actual,1279.15
01/29/2023,OPEX-005,DPT-200,Actual,13356.55
12/02/2023,OPEX-004,DPT-500,Budget,10958.85
06/10/2023,COGS-001,DPT-300,Actual,26461.62
02/17/2023,REV-002,DPT-400,Actual,124738.69
06/12/2023,OPEX-004,DPT-100,Budget,6089.23
09/20/2023,REV-001,DPT-200,Budget,99496.08
10/23/2023,REV-002,DPT-300,Actual,118007.61
06/26/2023,OPEX-001,DPT-200,Budget,3787.51
08/13/2023,OPEX-003,DPT-500,Actual,16871.79
09/19/2023,OPEX-003,DPT-200,Actual,1040.08
05/09/2023,COGS-001,DPT-500,Actual,10186.51
04/20/2023,OPEX-001,DPT-300,Actual,19416.59
08/02/2023,OPEX-001,DPT-300,Budget,14827.29
09/06/2023,OPEX-003,DPT-200,Budget,7873.55
12/21/2023,OPEX-002,DPT-200,Budget,4618.34
03/21/2023,COGS-001,DPT-500,Actual,11048.78
03/07/2023,COGS-002,DPT-400,Actual,25344.11
11/14/2023,OPEX-005,DPT-200,Budget,15516.02
03/28/2023,OPEX-005,DPT-400,Budget,13133.51
10/01/2023,OPEX-003,DPT-100,Budget,11980.56
08/25/2023,OPEX-004,DPT-500,Budget,2104.38
01/08/2023,OPEX-001,DPT-300,Budget,8954.04
04/29/2023,OPEX-001,DPT-200,Actual,1702.15
06/18/2023,COGS-001,DPT-300,Budget,29303.66
06/29/2023,COGS-002,DPT-100,Budget,20163.57
06/17/2023,OPEX-004,DPT-300,Budget,3231.3
03/27/2023,REV-002,DPT-100,Budget,145286.02
06/04/2023,COGS-002,DPT-500,Budget,8417.73
04/10/2023,COGS-002,DPT-100,Actual,24081.09
02/06/2023,COGS-002,DPT-400,Budget,7521.04
01/24/2023,OPEX-003,DPT-200,Budget,16134.83
03/06/2023,COGS-001,DPT-200,Budget,16352.6
08/18/2023,OPEX-004,DPT-300,Budget,5873.87
01/03/2023,REV-002,DPT-400,Actual,103278.23
07/16/2023,OPEX-005,DPT-200,Actual,17881.58
05/26/2023,OPEX-004,DPT-300,Actual,5005.43
07/04/2023,REV-001,DPT-500,Budget,131354.04
03/07/2023,OPEX-003,DPT-300,Budget,6564.8
06/06/2023,OPEX-002,DPT-300,Budget,3008.91
04/09/2023,COGS-002,DPT-100,Actual,21275.08
11/15/2023,OPEX-001,DPT-300,Budget,9549.42
01/21/2023,OPEX-003,DPT-200,Budget,15801.75
02/27/2023,OPEX-005,DPT-100,Actual,9127.75
12/10/2023,OPEX-005,DPT-500,Budget,14323.38
02/23/2023,REV-001,DPT-200,Budget,119667.3
08/06/2023,OPEX-005,DPT-200,Actual,9464.01
01/05/2023,OPEX-005,DPT-300,Actual,3126.59
11/20/2023,REV-001,DPT-200,Budget,112970.25
02/16/2023,OPEX-005,DPT-100,Budget,2583.13
04/25/2023,REV-002,DPT-400,Budget,135181.98
10/21/2023,REV-002,DPT-500,Actual,113516.41
08/08/2023,COGS-001,DPT-300,Budget,26298.41
07/02/2023,OPEX-001,DPT-500,Actual,1353.55
02/28/2023,OPEX-004,DPT-100,Actual,6210.38
06/20/2023,REV-001,DPT-300,Actual,98455.8
05/06/2023,OPEX-005,DPT-500,Budget,10037.08
04/19/2023,COGS-002,DPT-300,Budget,19740.62
08/11/2023,OPEX-001,DPT-200,Actual,5533.13
04/07/2023,COGS-002,DPT-200,Actual,8602.04
07/06/2023,OPEX-002,DPT-500,Budget,1460.72
03/18/2023,COGS-002,DPT-400,Actual,8256.25
01/11/2023,REV-002,DPT-300,Budget,120644.25
11/28/2023,COGS-002,DPT-200,Budget,15928.43
11/05/2023,OPEX-005,DPT-500,Budget,15147.53
09/22/2023,OPEX-001,DPT-500,Budget,11086.66
11/22/2023,OPEX-003,DPT-100,Budget,14589.21
12/27/2023,REV-001,DPT-200,Actual,15160.93
05/10/2023,OPEX-001,DPT-200,Budget,4665.77
02/15/2023,OPEX-003,DPT-500,Actual,14714.11
04/08/2023,OPEX-004,DPT-400,Budget,16358.47
10/18/2023,REV-001,DPT-300,Budget,107629.8
11/28/2023,OPEX-001,DPT-500,Actual,2493.34
05/05/2023,COGS-002,DPT-100,Budget,23246
05/30/2023,OPEX-001,DPT-500,Budget,13172.42
12/11/2023,REV-002,DPT-400,Actual,101314.44
06/07/2023,OPEX-005,DPT-500,Actual,10063.07
05/26/2023,COGS-001,DPT-200,Actual,7344.57
11/21/2023,OPEX-004,DPT-300,Actual,13356.13
03/08/2023,OPEX-004,DPT-200,Budget,11978.74
09/06/2023,OPEX-005,DPT-400,Budget,12117.48
10/04/2023,REV-002,DPT-100,Actual,139118.15
08/25/2023,REV-001,DPT-200,Budget,113375.87
06/17/2023,OPEX-003,DPT-300,Budget,2847.12
05/03/2023,OPEX-002,DPT-300,Actual,2900.41
09/05/2023,COGS-002,DPT-300,Budget,18247.98
03/13/2023,COGS-001,DPT-500,Budget,21652.35
02/26/2023,REV-002,DPT-500,Budget,98127.12
11/05/2023,OPEX-001,DPT-300,Actual,1387.52
12/24/2023,REV-001,DPT-200,Budget,78830.54
09/19/2023,REV-002,DPT-200,Actual,97340.2
06/10/2023,OPEX-002,DPT-300,Actual,16985.11
11/02/2023,COGS-001,DPT-500,Budget,24461.11
11/16/2023,COGS-002,DPT-200,Budget,18048.08
06/04/2023,COGS-001,DPT-100,Budget,9974.32
04/07/2023,OPEX-003,DPT-100,Actual,15874.33
10/28/2023,COGS-002,DPT-500,Actual,29978.43
08/16/2023,REV-001,DPT-100,Actual,88347.48
02/07/2023,COGS-002,DPT-300,Actual,16570.57
10/01/2023,REV-002,DPT-300,Budget,10575.01
04/14/2023,REV-002,DPT-100,Budget,105828.67
08/16/2023,OPEX-003,DPT-200,Budget,16952.14
01/28/2023,OPEX-002,DPT-400,Actual,12315.82
06/11/2023,OPEX-001,DPT-100,Actual,12588.94
09/27/2023,OPEX-005,DPT-200,Actual,3303.65
10/01/2023,OPEX-002,DPT-200,Budget,18477.74
01/15/2023,COGS-002,DPT-500,Actual,21237.4
05/09/2023,OPEX-003,DPT-200,Budget,19424.17
03/18/2023,OPEX-005,DPT-500,Budget,1947.59
07/18/2023,OPEX-004,DPT-100,Actual,2052.23
05/27/2023,REV-002,DPT-100,Budget,28259.58
05/24/2023,COGS-002,DPT-500,Actual,15809.33
04/07/2023,OPEX-001,DPT-400,Budget,19060.63
05/18/2023,OPEX-005,DPT-500,Actual,17221.57
07/19/2023,REV-002,DPT-200,Actual,55095.95
09/26/2023,COGS-002,DPT-400,Actual,9701.24
02/08/2023,REV-001,DPT-300,Actual,68779.32
02/20/2023,COGS-002,DPT-100,Budget,13882.4
06/18/2023,OPEX-001,DPT-500,Budget,11105.81
10/14/2023,OPEX-001,DPT-500,Budget,6283.3
10/10/2023,OPEX-003,DPT-100,Actual,2088.37
12/21/2023,COGS-001,DPT-200,Budget,22328.88
10/22/2023,OPEX-004,DPT-300,Actual,4241.94
10/26/2023,COGS-001,DPT-300,Actual,24074.55
07/21/2023,COGS-001,DPT-100,Actual,27734.16
11/04/2023,REV-002,DPT-500,Budget,27168.5
07/13/2023,OPEX-004,DPT-300,Actual,12553.71
02/05/2023,COGS-002,DPT-300,Budget,27604.86
07/19/2023,OPEX-005,DPT-100,Actual,13133.38
06/11/2023,OPEX-004,DPT-100,Actual,2989.82
08/31/2023,OPEX-002,DPT-100,Budget,9227.72
02/11/2023,OPEX-004,DPT-200,Actual,11438.87
12/20/2023,REV-002,DPT-100,Actual,59576.75
06/13/2023,OPEX-004,DPT-300,Budget,14357.66
05/09/2023,REV-002,DPT-400,Budget,70595.86
07/09/2023,OPEX-003,DPT-400,Actual,3393.42
09/05/2023,COGS-001,DPT-400,Budget,8178.67
03/18/2023,REV-002,DPT-500,Budget,44856.09
03/29/2023,OPEX-002,DPT-500,Actual,10162.6
02/19/2023,OPEX-002,DPT-100,Actual,13460.53
07/12/2023,REV-002,DPT-300,Budget,118785.64
02/04/2023,REV-001,DPT-100,Actual,96968.34
12/02/2023,COGS-001,DPT-500,Actual,11459.68
01/09/2023,OPEX-003,DPT-100,Actual,6561.55
12/29/2023,OPEX-002,DPT-500,Budget,17070.5
02/13/2023,OPEX-002,DPT-300,Budget,19268.96
06/07/2023,OPEX-003,DPT-300,Budget,12469.88
01/01/2023,REV-002,DPT-400,Actual,101300.71
05/06/2023,REV-001,DPT-200,Actual,21549.91
02/23/2023,OPEX-001,DPT-500,Actual,15279.86
02/01/2023,OPEX-005,DPT-100,Budget,1316.47
04/25/2023,OPEX-002,DPT-400,Budget,9269.29
03/16/2023,REV-001,DPT-200,Actual,29278.25
06/18/2023,OPEX-005,DPT-500,Actual,19476.25
10/16/2023,OPEX-005,DPT-400,Budget,19087.82
09/30/2023,COGS-002,DPT-200,Actual,19843.07
07/22/2023,COGS-002,DPT-400,Budget,26792.81
05/19/2023,REV-001,DPT-200,Budget,39618.77
05/22/2023,OPEX-002,DPT-100,Actual,5704.56
11/14/2023,OPEX-005,DPT-100,Budget,4323.75
10/05/2023,OPEX-004,DPT-300,Actual,13359.61
02/20/2023,OPEX-004,DPT-300,Budget,15001.77
07/03/2023,OPEX-001,DPT-300,Actual,3008.53
09/20/2023,COGS-002,DPT-400,Budget,14273.32
10/21/2023,COGS-001,DPT-500,Actual,27853.73
12/26/2023,COGS-001,DPT-300,Actual,10006.89
09/03/2023,OPEX-001,DPT-100,Actual,2755.86
02/27/2023,OPEX-005,DPT-400,Budget,15372.35
10/27/2023,OPEX-002,DPT-200,Budget,18996
07/17/2023,REV-001,DPT-100,Budget,109009.21
06/08/2023,REV-002,DPT-400,Budget,39608.49
09/28/2023,REV-001,DPT-200,Budget,95443.16
05/21/2023,REV-002,DPT-300,Budget,47843.67
09/17/2023,COGS-002,DPT-100,Budget,8141.6
02/24/2023,OPEX-001,DPT-300,Actual,15261.84
04/19/2023,OPEX-004,DPT-500,Budget,18572.1
03/31/2023,OPEX-003,DPT-200,Budget,1970.52
09/05/2023,COGS-002,DPT-100,Budget,13063.76
02/08/2023,REV-001,DPT-100,Budget,110716.39
11/23/2023,COGS-001,DPT-400,Actual,27512.81
09/16/2023,REV-001,DPT-500,Actual,13740.36
12/16/2023,OPEX-004,DPT-200,Actual,13422.41
11/25/2023,OPEX-002,DPT-100,Budget,5020.37
04/09/2023,OPEX-001,DPT-200,Actual,5130.33
09/06/2023,OPEX-001,DPT-400,Budget,9807.18
07/19/2023,OPEX-004,DPT-100,Actual,16500.86
12/23/2023,COGS-001,DPT-300,Actual,11036.51
06/07/2023,OPEX-004,DPT-100,Actual,18587.59
07/10/2023,OPEX-004,DPT-500,Budget,10480.45
04/22/2023,OPEX-003,DPT-400,Budget,7500.75
10/23/2023,OPEX-001,DPT-400,Actual,5663.9
10/16/2023,OPEX-003,DPT-400,Budget,14615.97
02/05/2023,OPEX-003,DPT-200,Budget,7002.33
10/21/2023,OPEX-005,DPT-200,Actual,17949.23
11/25/2023,OPEX-003,DPT-300,Actual,7780.34
05/02/2023,OPEX-004,DPT-200,Actual,15258.85
01/19/2023,OPEX-004,DPT-100,Budget,7370.72
03/25/2023,OPEX-005,DPT-100,Budget,1117.09
06/08/2023,COGS-001,DPT-500,Budget,23330.66
01/29/2023,COGS-001,DPT-500,Budget,15884.54
05/27/2023,OPEX-004,DPT-100,Actual,2184.4
07/18/2023,OPEX-003,DPT-200,Actual,3891.98
06/25/2023,OPEX-004,DPT-200,Budget,10393.65
01/13/2023,OPEX-004,DPT-500,Actual,12866.87
03/13/2023,OPEX-004,DPT-100,Actual,11202.68
10/10/2023,REV-001,DPT-300,Budget,146713.11
02/11/2023,OPEX-002,DPT-100,Actual,1013.26
08/15/2023,OPEX-005,DPT-100,Budget,6558.09
07/27/2023,COGS-001,DPT-500,Budget,19544.88
05/22/2023,COGS-002,DPT-300,Actual,21496.26
02/24/2023,COGS-001,DPT-300,Budget,27394.38
06/21/2023,REV-001,DPT-300,Budget,10873.11
06/06/2023,OPEX-005,DPT-200,Budget,13999.56
08/29/2023,OPEX-005,DPT-100,Actual,12910.74
07/21/2023,REV-001,DPT-500,Actual,113134.78
04/28/2023,OPEX-004,DPT-500,Budget,14903.9
12/13/2023,OPEX-002,DPT-500,Actual,12214.24
11/12/2023,OPEX-001,DPT-300,Budget,7470.14
09/21/2023,OPEX-005,DPT-400,Actual,14891.13
01/23/2023,OPEX-003,DPT-300,Budget,3443.24
10/26/2023,COGS-001,DPT-400,Actual,23324.44
05/07/2023,OPEX-003,DPT-100,Actual,3767.56
11/06/2023,OPEX-005,DPT-500,Actual,8994.02
05/18/2023,OPEX-002,DPT-500,Actual,3531.36
06/15/2023,OPEX-003,DPT-300,Budget,17823.59
06/10/2023,REV-002,DPT-500,Budget,52122.22
07/21/2023,REV-001,DPT-200,Actual,111573.75
12/28/2023,COGS-002,DPT-500,Budget,7368.72
07/06/2023,OPEX-001,DPT-500,Budget,14260.25
09/19/2023,OPEX-002,DPT-400,Budget,3852.97
02/18/2023,OPEX-002,DPT-500,Actual,10132.43
05/07/2023,OPEX-002,DPT-400,Actual,4031.78
01/10/2023,OPEX-002,DPT-500,Budget,10313.91
02/01/2023,REV-002,DPT-300,Budget,97958.08
10/18/2023,OPEX-002,DPT-100,Budget,18961.93
09/15/2023,OPEX-004,DPT-100,Actual,17693.75
12/14/2023,COGS-002,DPT-300,Actual,17686.45
03/22/2023,OPEX-003,DPT-500,Actual,12045.17
06/12/2023,REV-001,DPT-400,Actual,60564.29
11/16/2023,OPEX-002,DPT-500,Budget,18597.02
06/27/2023,OPEX-003,DPT-500,Budget,18009.9
07/01/2023,OPEX-003,DPT-200,Actual,3881.07
12/04/2023,OPEX-003,DPT-500,Actual,16951.49
06/02/2023,OPEX-005,DPT-200,Budget,1430.06
01/05/2023,COGS-001,DPT-100,Budget,17259.01
05/06/2023,OPEX-001,DPT-100,Actual,10873.95
02/09/2023,REV-001,DPT-100,Budget,93714.83
11/07/2023,COGS-002,DPT-100,Actual,24037.77
10/18/2023,COGS-001,DPT-100,Budget,12038.27
03/24/2023,OPEX-002,DPT-200,Actual,17957.81
04/06/2023,OPEX-005,DPT-200,Budget,18471.42
08/21/2023,REV-001,DPT-100,Budget,44358.25
12/30/2023,OPEX-003,DPT-400,Budget,3669.52
05/18/2023,OPEX-004,DPT-500,Actual,7143.28
12/13/2023,COGS-001,DPT-100,Actual,5743.33
07/19/2023,OPEX-001,DPT-300,Budget,4844.38
04/23/2023,OPEX-004,DPT-400,Budget,13776.8
05/10/2023,OPEX-002,DPT-200,Actual,5945.85
10/12/2023,COGS-002,DPT-300,Actual,14394.05
12/31/2023,OPEX-002,DPT-200,Actual,17952.82
12/16/2023,REV-002,DPT-100,Budget,86753.97
01/31/2023,REV-002,DPT-500,Actual,91880.4
09/18/2023,REV-001,DPT-500,Budget,41587.43
07/28/2023,COGS-002,DPT-200,Budget,11151.3
11/21/2023,OPEX-002,DPT-500,Actual,4583.1
10/06/2023,REV-001,DPT-500,Actual,144182.1
07/27/2023,REV-002,DPT-300,Actual,61983.77
03/26/2023,OPEX-002,DPT-200,Budget,5202.09
04/11/2023,REV-002,DPT-300,Actual,110088.24
12/26/2023,OPEX-004,DPT-300,Budget,6257.4
12/10/2023,COGS-001,DPT-100,Budget,23446.9
08/04/2023,OPEX-005,DPT-400,Actual,18677.3
07/21/2023,COGS-001,DPT-400,Actual,28114.69
10/26/2023,REV-002,DPT-200,Budget,60338.24
04/19/2023,COGS-002,DPT-400,Actual,8011.77
08/12/2023,REV-002,DPT-400,Actual,44198.26
11/25/2023,OPEX-004,DPT-200,Actual,18092.8
02/12/2023,OPEX-005,DPT-400,Actual,13387.09
05/20/2023,OPEX-002,DPT-400,Budget,16235.19
09/20/2023,OPEX-005,DPT-400,Budget,19765.97
03/23/2023,OPEX-005,DPT-500,Actual,11349.49
12/02/2023,REV-001,DPT-300,Actual,13178.9
12/03/2023,OPEX-003,DPT-500,Actual,5973.63
12/25/2023,OPEX-002,DPT-100,Budget,16087.18
11/05/2023,REV-002,DPT-300,Actual,27513.48
06/15/2023,OPEX-005,DPT-400,Actual,4293.13
04/09/2023,OPEX-004,DPT-200,Budget,19793.12
03/19/2023,OPEX-005,DPT-500,Budget,14546.19
02/04/2023,OPEX-003,DPT-500,Actual,14665.01
01/23/2023,OPEX-005,DPT-100,Actual,12377.36
10/31/2023,REV-001,DPT-500,Budget,69778.8
04/12/2023,OPEX-002,DPT-300,Budget,10198.7
07/17/2023,OPEX-002,DPT-200,Budget,7840.28
03/26/2023,OPEX-001,DPT-500,Budget,16246.1
12/15/2023,OPEX-003,DPT-400,Actual,19650.74
07/13/2023,COGS-002,DPT-500,Actual,9745.69
12/28/2023,REV-001,DPT-200,Actual,118344.26
07/17/2023,OPEX-001,DPT-200,Actual,18142.83
04/10/2023,OPEX-002,DPT-100,Budget,6861.97
06/20/2023,REV-001,DPT-500,Budget,76399.59
01/08/2023,OPEX-004,DPT-200,Actual,15643.31
08/13/2023,OPEX-003,DPT-100,Actual,13916.84
05/24/2023,COGS-001,DPT-400,Budget,8107.68
11/06/2023,REV-002,DPT-500,Actual,21971.35
11/04/2023,COGS-001,DPT-500,Budget,20589.42
09/25/2023,OPEX-003,DPT-200,Actual,12190.74
10/05/2023,COGS-001,DPT-400,Actual,21473.33
11/06/2023,REV-002,DPT-500,Actual,86750.9
11/30/2023,OPEX-005,DPT-400,Actual,19133.33
02/27/2023,REV-002,DPT-100,Actual,67008.41
12/29/2023,COGS-001,DPT-300,Actual,7515.66
11/19/2023,OPEX-002,DPT-400,Actual,8192.36
09/24/2023,OPEX-001,DPT-200,Budget,7009.25
02/21/2023,OPEX-002,DPT-300,Actual,10797.93
08/06/2023,OPEX-005,DPT-500,Budget,10137.03
05/01/2023,REV-002,DPT-400,Actual,120905.1
06/29/2023,OPEX-002,DPT-100,Budget,11375.52
04/29/2023,REV-002,DPT-400,Actual,37159.92
10/24/2023,OPEX-003,DPT-100,Budget,1701.46
04/08/2023,OPEX-001,DPT-500,Budget,2585.84
02/08/2023,REV-002,DPT-200,Actual,21161.11
07/10/2023,REV-002,DPT-100,Actual,91996.59
06/07/2023,OPEX-003,DPT-200,Budget,16617.23
03/20/2023,COGS-002,DPT-100,Actual,13420.12
09/27/2023,OPEX-003,DPT-200,Budget,2633.71
10/07/2023,COGS-001,DPT-100,Budget,29230.86
10/23/2023,OPEX-005,DPT-300,Actual,1572.5
07/23/2023,OPEX-002,DPT-400,Budget,8009.31
01/18/2023,OPEX-005,DPT-100,Budget,3657.95
08/09/2023,OPEX-004,DPT-200,Actual,19509
05/31/2023,COGS-002,DPT-400,Actual,6055
12/04/2023,OPEX-001,DPT-500,Actual,14106.12
11/06/2023,OPEX-001,DPT-300,Actual,15620.13
03/06/2023,COGS-001,DPT-400,Budget,17158.3
05/26/2023,COGS-001,DPT-100,Actual,22861.11
11/20/2023,COGS-002,DPT-500,Budget,13275.96
12/11/2023,OPEX-004,DPT-300,Actual,15760.38
07/11/2023,OPEX-004,DPT-100,Budget,1930.06
11/12/2023,REV-001,DPT-500,Budget,62001.5
11/10/2023,COGS-001,DPT-500,Budget,29958.64
02/28/2023,OPEX-003,DPT-500,Budget,10542.89
05/03/2023,OPEX-004,DPT-200,Actual,6862.33
01/08/2023,COGS-001,DPT-500,Budget,27513.52
12/24/2023,OPEX-002,DPT-300,Budget,14470.59
10/09/2023,COGS-002,DPT-100,Actual,12261.05
03/11/2023,OPEX-005,DPT-400,Actual,9656.2
04/20/2023,OPEX-001,DPT-400,Actual,12896.34
07/05/2023,REV-001,DPT-200,Actual,78245.55
